Date,WY,P,Q,ET
11/24/91 0:00,1991,0,3.35,0.37
11/25/91 0:00,1991,1.55,3.11,0.33
11/26/91 0:00,1991,0,2.78,0.31
11/27/91 0:00,1991,1.04,2.53,0.1
11/28/91 0:00,1991,6.46,2.67,0.14
11/29/91 0:00,1991,0,2.4,0.17
11/30/91 0:00,1991,0,2.22,0.03
12/1/91 0:00,1991,0,2.11,0.03
12/2/91 0:00,1991,0.13,2.01,0.12
12/3/91 0:00,1991,0,1.92,0.13
12/4/91 0:00,1991,0,1.83,0.1
12/5/91 0:00,1991,0,1.74,0.36
12/6/91 0:00,1991,0,1.52,0.29
12/7/91 0:00,1991,0,1.39,0.18
12/8/91 0:00,1991,0,1.32,0.19
12/9/91 0:00,1991,0,1.26,0.02
12/10/91 0:00,1991,0,1.2,0.17
12/11/91 0:00,1991,0,1.07,0.1
12/12/91 0:00,1991,0,1.09,0.16
12/13/91 0:00,1991,0,1.08,0.18
12/14/91 0:00,1991,0,1.03,0.33
12/15/91 0:00,1991,2.47,1.02,0.26
12/16/91 0:00,1991,3.12,1.03,0.08
12/17/91 0:00,1991,26.81,2.42,0.13
12/18/91 0:00,1991,28.55,5.39,0.37
12/19/91 0:00,1991,23.65,15.27,0.36
12/20/91 0:00,1991,32.17,11.42,0.47
12/21/91 0:00,1991,107.59,63.91,0.05
12/22/91 0:00,1991,1.42,24.84,0.15
12/23/91 0:00,1991,8.27,9.63,0.43
12/24/91 0:00,1991,0,6.13,0.21
12/25/91 0:00,1991,2.59,4.33,0.4
12/26/91 0:00,1991,8.83,5.27,0.06
12/27/91 0:00,1991,0,3.66,0.19
12/28/91 0:00,1991,0,3.09,0.14
12/29/91 0:00,1991,1.42,2.85,0.08
12/30/91 0:00,1991,0.39,2.56,0.07
12/31/91 0:00,1991,4,2.41,0.11
1/1/92 0:00,1991,8.5,2.4,0.23
1/2/92 0:00,1991,14.75,3.8,0.26
1/3/92 0:00,1991,30.5,9.83,0.24
1/4/92 0:00,1991,16.25,11.11,0.29
1/5/92 0:00,1991,48,34.33,0.24
1/6/92 0:00,1991,0,15.16,0.32
1/7/92 0:00,1991,1.5,7.53,0.3
1/8/92 0:00,1991,12.25,6.09,0.26
1/9/92 0:00,1991,6,6.94,0
1/10/92 0:00,1991,0.75,4.94,0.12
1/11/92 0:00,1991,0,4.1,0.27
1/12/92 0:00,1991,0.25,3.61,0.12
1/13/92 0:00,1991,0,3.19,0.03
1/14/92 0:00,1991,0,2.83,0.19
1/15/92 0:00,1991,0.25,2.53,0.21
1/16/92 0:00,1991,0,2.28,0.25
1/17/92 0:00,1991,0,2.07,0.11
1/18/92 0:00,1991,0.25,1.87,0.16
1/19/92 0:00,1991,0.25,1.69,0.15
1/20/92 0:00,1991,0,1.54,0.04
1/21/92 0:00,1991,0,1.39,0.06
1/22/92 0:00,1991,0,1.27,0.38
1/23/92 0:00,1991,0,1.21,0.31
1/24/92 0:00,1991,0,1.15,0.49
1/25/92 0:00,1991,11,1.47,0.37
1/26/92 0:00,1991,0,1.26,0.44
1/27/92 0:00,1991,0,1.13,0.57
1/28/92 0:00,1991,0,1.07,0.23
1/29/92 0:00,1991,0,1.03,0.18
1/30/92 0:00,1991,0.25,0.99,0.77
1/31/92 0:00,1991,0,0.96,1.14
2/1/92 0:00,1991,0,0.92,0.8
2/2/92 0:00,1991,0.75,0.92,0.12
2/3/92 0:00,1991,13,1.26,0.58
2/4/92 0:00,1991,18.75,4.82,0.19
2/5/92 0:00,1991,0,2.62,0.49
2/6/92 0:00,1991,0,1.97,0.66
2/7/92 0:00,1991,0,1.69,0.43
2/8/92 0:00,1991,0,1.55,0.84
2/9/92 0:00,1991,24.25,4.88,0.25
2/10/92 0:00,1991,4.5,3.65,0.52
2/11/92 0:00,1991,0.75,3.18,0.28
2/12/92 0:00,1991,15.25,4.36,0.18
2/13/92 0:00,1991,7.5,6.11,0.44
2/14/92 0:00,1991,11.75,6.34,0.27
2/15/92 0:00,1991,2.5,6.06,0.72
2/16/92 0:00,1991,1.25,4.45,0.53
2/17/92 0:00,1991,10.5,3.95,0.41
2/18/92 0:00,1991,1.5,4.5,0.14
2/19/92 0:00,1991,3.75,3.75,0.21
2/20/92 0:00,1991,0,3.33,0.7
2/21/92 0:00,1991,5,3.3,0.26
2/22/92 0:00,1991,12,3.15,0.27
2/23/92 0:00,1991,20.5,11.99,0.66
2/24/92 0:00,1991,0,5.96,0.54
2/25/92 0:00,1991,0,4.53,1.45
2/26/92 0:00,1991,3.25,3.86,0.98
2/27/92 0:00,1991,17,4.98,0.65
2/28/92 0:00,1991,0.25,4.8,1.33
2/29/92 0:00,1991,0.75,3.71,0.94
3/1/92 0:00,1991,15.25,5.13,0.84
3/2/92 0:00,1991,9.5,4.37,1.01
3/3/92 0:00,1991,21.75,14.57,1.07
3/4/92 0:00,1991,0.25,7.06,0.79
3/5/92 0:00,1991,9.75,5.79,0.69
3/6/92 0:00,1991,1,5.07,1.27
3/7/92 0:00,1991,9.25,5.08,0.88
3/8/92 0:00,1991,0,4.35,1.24
3/9/92 0:00,1991,10.25,4.1,0.77
3/10/92 0:00,1991,19,11.32,0.71
3/11/92 0:00,1991,28,13.42,0.88
3/12/92 0:00,1991,34.25,22.26,0.67
3/13/92 0:00,1991,16.25,22.21,0.79
3/14/92 0:00,1991,12.75,10.51,1
3/15/92 0:00,1991,18.25,13.56,0.84
3/16/92 0:00,1991,1.5,9.51,0.9
3/17/92 0:00,1991,0.75,6.75,0.66
3/18/92 0:00,1991,16,8.3,0.47
3/19/92 0:00,1991,0.5,6.3,1.01
3/20/92 0:00,1991,10.25,6.47,0.81
3/21/92 0:00,1991,47.75,14.21,0.74
3/22/92 0:00,1991,50.25,50.67,1.27
3/23/92 0:00,1991,23.25,17.11,0.99
3/24/92 0:00,1991,0,10.04,1.01
3/25/92 0:00,1991,17.75,8.44,1.36
3/26/92 0:00,1991,7.75,9.13,1.18
3/27/92 0:00,1991,1.75,6.59,1.35
3/28/92 0:00,1991,1.25,5.36,1.11
3/29/92 0:00,1991,8,4.89,1.12
3/30/92 0:00,1991,6,4.6,0.4
3/31/92 0:00,1991,2.5,4.24,0.84
4/1/92 0:00,1991,9,4.53,0.46
4/2/92 0:00,1991,1,4.32,0.18
4/3/92 0:00,1991,0,3.72,1.29
4/4/92 0:00,1991,0,3.33,1.44
4/5/92 0:00,1991,0,3.03,1.53
4/6/92 0:00,1991,7.5,3.7,1.68
4/7/92 0:00,1991,8,4.1,1.23
4/8/92 0:00,1991,0,3.35,1.52
4/9/92 0:00,1991,0,2.92,3.7
4/10/92 0:00,1991,0,2.62,2.73
4/11/92 0:00,1991,2.75,2.38,3.03
4/12/92 0:00,1991,12.75,2.58,1.22
4/13/92 0:00,1991,12,4.21,0.98
4/14/92 0:00,1991,32.5,12.64,0.27
4/15/92 0:00,1991,2.75,9.52,1.61
4/16/92 0:00,1991,7,5.9,1.68
4/17/92 0:00,1991,12.75,8,0.34
4/18/92 0:00,1991,0.25,5.89,0.21
4/19/92 0:00,1991,0.5,4.79,1.2
4/20/92 0:00,1991,0,4.04,2.94
4/21/92 0:00,1991,1.5,3.54,1.02
4/22/92 0:00,1991,5.5,3.22,1.4
4/23/92 0:00,1991,1,2.99,1.77
4/24/92 0:00,1991,12,3.68,0.79
4/25/92 0:00,1991,9.25,4.02,2.53
4/26/92 0:00,1991,8,4.36,1.61
4/27/92 0:00,1991,5.25,3.71,2.24
4/28/92 0:00,1991,4.25,3.54,1.46
4/29/92 0:00,1991,2.75,3.28,1.03
4/30/92 0:00,1991,31.25,7.92,0.82
5/1/92 0:00,1991,3,9.3,1.2
5/2/92 0:00,1991,2,5.62,1.48
5/3/92 0:00,1991,0,4.47,3
5/4/92 0:00,1991,2.25,3.89,0.88
5/5/92 0:00,1991,0.25,3.45,3.05
5/6/92 0:00,1991,0.25,2.99,2.8
5/7/92 0:00,1991,1.75,2.73,1.16
5/8/92 0:00,1991,15.25,2.71,1.36
5/9/92 0:00,1991,14.25,5.14,0.89
5/10/92 0:00,1991,3,3.41,2.76
5/11/92 0:00,1991,21.75,3.51,2.15
5/12/92 0:00,1991,33.5,23.51,0.2
5/13/92 0:00,1991,0,7.92,4.37
5/14/92 0:00,1991,0,5.19,4.14
5/15/92 0:00,1991,0,4.01,5.4
5/16/92 0:00,1991,0,3.38,5.42
5/17/92 0:00,1991,0,2.91,5.66
5/18/92 0:00,1991,0,2.52,5.68
5/19/92 0:00,1991,0,2.22,5.25
5/20/92 0:00,1991,0,1.97,4.56
5/21/92 0:00,1991,0,1.73,4.98
5/22/92 0:00,1991,0,1.54,5.4
5/23/92 0:00,1991,0,1.4,4.17
5/24/92 0:00,1991,0,1.33,3.29
5/25/92 0:00,1991,0,1.23,5.01
5/26/92 0:00,1991,0,1.14,6.55
5/27/92 0:00,1991,0,1.06,5.66
5/28/92 0:00,1991,18.75,1.86,1.03
5/29/92 0:00,1991,3.5,1.32,1.69
5/30/92 0:00,1991,5.75,1.2,1.11
5/31/92 0:00,1991,1.5,1.21,2.95
6/1/92 0:00,1991,25,2.92,0.85
6/2/92 0:00,1991,1.25,2.32,3.29
6/3/92 0:00,1991,15,2.44,2.25
6/4/92 0:00,1991,6,2.32,1.8
6/5/92 0:00,1991,7.25,2.53,0.85
6/6/92 0:00,1991,0,2.54,5.26
6/7/92 0:00,1991,0.5,1.97,3.1
6/8/92 0:00,1991,2.75,1.85,1.41
6/9/92 0:00,1991,4,1.78,2.98
6/10/92 0:00,1991,0,1.63,4.05
6/11/92 0:00,1991,0,1.5,5.06
6/12/92 0:00,1991,0,1.39,5.85
6/13/92 0:00,1991,0,1.31,6.92
6/14/92 0:00,1991,0,1.24,3.87
6/15/92 0:00,1991,0,1.23,1.36
6/16/92 0:00,1991,0.25,1.15,4.18
6/17/92 0:00,1991,0,1.09,5.31
6/18/92 0:00,1991,0,1.04,4.4
6/19/92 0:00,1991,0,1.01,4.27
6/20/92 0:00,1991,0,0.96,6.1
6/21/92 0:00,1991,0,0.93,3.66
6/22/92 0:00,1991,0,0.9,3.96
6/23/92 0:00,1991,0,0.88,2.84
6/24/92 0:00,1991,0,0.86,3.68
6/25/92 0:00,1991,0,0.85,5.73
6/26/92 0:00,1991,0,0.82,5
6/27/92 0:00,1991,0,0.8,5.53
6/28/92 0:00,1991,0,0.77,5.17
6/29/92 0:00,1991,2.25,0.77,5.08
6/30/92 0:00,1991,5.75,0.82,3.76
7/1/92 0:00,1991,0.5,0.76,0.87
7/2/92 0:00,1991,8,0.73,2.84
7/3/92 0:00,1991,13,1.09,0.7
7/4/92 0:00,1991,3.5,0.96,1.65
7/5/92 0:00,1991,0,0.77,2.58
7/6/92 0:00,1991,0,0.69,6.23
7/7/92 0:00,1991,0,0.66,2.82
7/8/92 0:00,1991,7.25,0.66,2.07
7/9/92 0:00,1991,5.75,0.72,0.55
7/10/92 0:00,1991,0.5,0.61,3.65
7/11/92 0:00,1991,18.25,1.01,1.51
7/12/92 0:00,1991,3.25,1.11,3.91
7/13/92 0:00,1991,29.5,3.22,1.78
7/14/92 0:00,1991,1,2.51,4.52
7/15/92 0:00,1991,0.25,1.31,3.47
7/16/92 0:00,1991,3.25,1.1,2.42
7/17/92 0:00,1991,6.25,1.21,3.1
7/18/92 0:00,1991,7.25,1.26,2.17
7/19/92 0:00,1991,6.25,1.53,4.31
7/20/92 0:00,1991,0.75,1.27,1.18
7/21/92 0:00,1991,3,1.2,4.06
7/22/92 0:00,1991,0.25,1.09,4.63
7/23/92 0:00,1991,5.25,1.12,2.44
7/24/92 0:00,1991,0.5,1.06,2.55
7/25/92 0:00,1991,2.75,1.03,1.27
7/26/92 0:00,1991,8.5,1.05,2.43
7/27/92 0:00,1991,0.75,1.08,3.37
7/28/92 0:00,1991,0,0.94,4.42
7/29/92 0:00,1991,0,0.9,2.2
7/30/92 0:00,1991,0,0.84,5.3
7/31/92 0:00,1991,0,0.81,5.72
8/1/92 0:00,1991,8.5,0.92,2.16
8/2/92 0:00,1991,6.75,0.86,1.74
8/3/92 0:00,1991,4,1.04,2.28
8/4/92 0:00,1991,18.5,1.04,2.52
8/5/92 0:00,1991,26.5,7.9,1.51
8/6/92 0:00,1991,0,2.96,3.34
8/7/92 0:00,1991,12.5,2.23,2.11
8/8/92 0:00,1991,54,26.48,0.19
8/9/92 0:00,1991,1.25,9.38,1.02
8/10/92 0:00,1991,0.5,5.58,2.82
8/11/92 0:00,1991,16.5,4.53,2.37
8/12/92 0:00,1991,25.25,17.8,3.05
8/13/92 0:00,1991,11.25,8.59,0.95
8/14/92 0:00,1991,0.25,6.31,4.32
8/15/92 0:00,1991,16.5,5.62,2.7
8/16/92 0:00,1991,0,5.68,3.07
8/17/92 0:00,1991,4,4.29,3.03
8/18/92 0:00,1991,0,3.5,3.01
8/19/92 0:00,1991,0,2.94,4.66
8/20/92 0:00,1991,0,2.52,4.18
8/21/92 0:00,1991,0,2.22,2.59
8/22/92 0:00,1991,5.25,2.1,0.81
8/23/92 0:00,1991,12.5,2.48,1.56
8/24/92 0:00,1991,10,2.61,1.52
8/25/92 0:00,1991,3,3.21,2.33
8/26/92 0:00,1991,10.5,3.05,0.58
8/27/92 0:00,1991,50.5,28.01,0.39
8/28/92 0:00,1991,5.25,11.13,1.81
8/29/92 0:00,1991,13.5,6.56,2.13
8/30/92 0:00,1991,32,16.77,0.68
8/31/92 0:00,1991,3.5,10.37,2.21
9/1/92 0:00,1991,13.5,7.12,2.26
9/2/92 0:00,1991,18.25,10.17,0.95
9/3/92 0:00,1991,40.75,20.86,1.12
9/4/92 0:00,1991,3.75,15.95,1.12
9/5/92 0:00,1991,0,8.17,1.98
9/6/92 0:00,1991,20,8.62,0.56
9/7/92 0:00,1991,3.75,8.25,2.05
9/8/92 0:00,1991,5.5,6.11,1.78
9/9/92 0:00,1991,5,5.68,1.03
9/10/92 0:00,1991,0.25,4.58,1.03
9/11/92 0:00,1991,29.5,7.31,1.36
9/12/92 0:00,1991,40,13.98,2.1
9/13/92 0:00,1991,7,25.32,1.22
9/14/92 0:00,1991,10.25,9.94,1.06
9/15/92 0:00,1991,5.75,7.33,0.33
9/16/92 0:00,1991,0.25,5.74,2.64
9/17/92 0:00,1991,0.75,4.76,0.43
9/18/92 0:00,1991,0.75,4.08,1.19
9/19/92 0:00,1991,5,3.61,1.54
9/20/92 0:00,1991,3,3.49,2
9/21/92 0:00,1991,9.5,3.31,0.18
9/22/92 0:00,1991,0.25,3.62,0.53
9/23/92 0:00,1991,0,3,1.43
9/24/92 0:00,1991,6.75,2.95,0.81
9/25/92 0:00,1991,0.25,2.71,1.91
9/26/92 0:00,1991,1.75,2.54,0.43
9/27/92 0:00,1991,0.25,2.41,0.95
9/28/92 0:00,1991,0.25,2.22,2.27
9/29/92 0:00,1991,2.25,2.1,0.38
9/30/92 0:00,1991,3,2.08,0.65
10/1/05 0:00,2005,19,17.92,1.09
10/2/05 0:00,2005,0.25,9.85,1.72
10/3/05 0:00,2005,0,6.05,0.56
10/4/05 0:00,2005,0,4.43,0.92
10/5/05 0:00,2005,0.25,3.59,2.49
10/6/05 0:00,2005,0.25,3.1,0.4
10/7/05 0:00,2005,0.5,2.7,0.71
10/8/05 0:00,2005,13.5,3.32,0.73
10/9/05 0:00,2005,0.25,2.94,1.36
10/10/05 0:00,2005,0.5,2.4,2.06
10/11/05 0:00,2005,20.25,4.86,0.38
10/12/05 0:00,2005,13,10.08,0.76
10/13/05 0:00,2005,0,5.23,1.48
10/14/05 0:00,2005,0,3.95,0.39
10/15/05 0:00,2005,0,3.38,0.82
10/16/05 0:00,2005,0.75,2.94,0.93
10/17/05 0:00,2005,2.25,2.72,1.07
10/18/05 0:00,2005,11.25,2.62,0.22
10/19/05 0:00,2005,14.5,7.39,0.39
10/20/05 0:00,2005,14.25,7.64,0.95
10/21/05 0:00,2005,27.25,17.19,0.46
10/22/05 0:00,2005,2.75,9.53,0.59
10/23/05 0:00,2005,19.5,6.75,0.73
10/24/05 0:00,2005,49,36.73,0.55
10/25/05 0:00,2005,10.25,21.32,0.91
10/26/05 0:00,2005,10.5,11.93,0.38
10/27/05 0:00,2005,0,7.83,1.33
10/28/05 0:00,2005,4,5.9,0.7
10/29/05 0:00,2005,6,5.05,0.61
10/30/05 0:00,2005,10.75,6.13,1.14
10/31/05 0:00,2005,8.25,5.14,0.86
11/1/05 0:00,2005,8.25,6.1,1.19
11/2/05 0:00,2005,19.75,9.9,0.78
11/3/05 0:00,2005,47,27.84,0.56
11/4/05 0:00,2005,24.75,27.68,0.58
11/5/05 0:00,2005,22,16.92,0.29
11/6/05 0:00,2005,29.5,34.3,0.54
11/7/05 0:00,2005,34.5,17.42,1.11
11/8/05 0:00,2005,44.25,45.53,0.27
11/9/05 0:00,2005,5,14.4,0.86
11/10/05 0:00,2005,61,34.73,0.4
11/11/05 0:00,2005,30.5,32.48,0.46
11/12/05 0:00,2005,8,17.8,0.58
11/13/05 0:00,2005,1,9.54,0.59
11/14/05 0:00,2005,1,6.59,0.62
11/15/05 0:00,2005,4,5.6,0.83
11/16/05 0:00,2005,1.75,4.45,0.31
11/17/05 0:00,2005,0,3.76,0.57
11/18/05 0:00,2005,0,3.29,0.49
11/19/05 0:00,2005,0.5,2.93,0.65
11/20/05 0:00,2005,0.25,2.62,0.49
11/21/05 0:00,2005,0,2.39,0.4
11/22/05 0:00,2005,0.25,2.19,0.64
11/23/05 0:00,2005,0.25,2.01,0.99
11/24/05 0:00,2005,7.5,2.2,0.32
11/25/05 0:00,2005,2.75,1.93,0.17
11/26/05 0:00,2005,1.5,1.9,0.21
11/27/05 0:00,2005,0.5,1.81,0.19
11/28/05 0:00,2005,0.25,1.66,0.16
11/29/05 0:00,2005,0,1.52,0.21
11/30/05 0:00,2005,6.75,1.72,0.28
12/1/05 0:00,2005,11,2.63,0.19
12/2/05 0:00,2005,17,6.18,0.16
12/3/05 0:00,2005,21.25,12.17,0.27
12/4/05 0:00,2005,16,10.34,0.32
12/5/05 0:00,2005,15,10.82,0.21
12/6/05 0:00,2005,3.25,10.49,0.03
12/7/05 0:00,2005,18.25,7.56,0.18
12/8/05 0:00,2005,7.25,16.14,0.26
12/9/05 0:00,2005,0.75,7.43,0.36
12/10/05 0:00,2005,0.25,5.51,0.33
12/11/05 0:00,2005,0.25,4.54,0.54
12/12/05 0:00,2005,0.5,3.95,0.12
12/13/05 0:00,2005,0,3.49,0.22
12/14/05 0:00,2005,0.25,2.82,0.3
12/15/05 0:00,2005,0.25,2.36,0.6
12/16/05 0:00,2005,13.75,3.7,0.64
12/17/05 0:00,2005,0.25,2.56,0.14
12/18/05 0:00,2005,21,4.87,0.25
12/19/05 0:00,2005,0,4.94,0.42
12/20/05 0:00,2005,3,3.46,0.27
12/21/05 0:00,2005,33.25,10.19,0.45
12/22/05 0:00,2005,1.75,11.1,0.63
12/23/05 0:00,2005,0.25,5.4,0.46
12/24/05 0:00,2005,4.5,4.45,0.14
12/25/05 0:00,2005,0.25,3.67,0.15
12/26/05 0:00,2005,0,3.23,0.23
12/27/05 0:00,2005,0,2.85,0
12/28/05 0:00,2005,0,2.53,0.04
12/29/05 0:00,2005,0,2.32,0.08
12/30/05 0:00,2005,40,12.63,0.27
12/31/05 0:00,2005,29.25,16.24,0.43
1/1/06 0:00,2005,15,18.55,0.19
1/2/06 0:00,2005,0.75,8.81,0.27
1/3/06 0:00,2005,8.5,6.8,0.23
1/4/06 0:00,2005,0,5.17,0.14
1/5/06 0:00,2005,0,4.22,0.05
1/6/06 0:00,2005,0,3.63,0.03
1/7/06 0:00,2005,0.75,3.24,0.13
1/8/06 0:00,2005,0,2.88,0.05
1/9/06 0:00,2005,1.75,2.64,0.16
1/10/06 0:00,2005,49.75,20.17,0.21
1/11/06 0:00,2005,14,21.09,0.33
1/12/06 0:00,2005,0.25,7.46,0.51
1/13/06 0:00,2005,4.25,4.94,0.39
1/14/06 0:00,2005,6.25,5.81,0.2
1/15/06 0:00,2005,2.75,4.24,0.22
1/16/06 0:00,2005,14.25,5.58,0.34
1/17/06 0:00,2005,11.5,6.91,0.34
1/18/06 0:00,2005,7.25,10.39,0.37
1/19/06 0:00,2005,7,8.3,0.43
1/20/06 0:00,2005,17.75,14.14,0.57
1/21/06 0:00,2005,0,7.54,0.45
1/22/06 0:00,2005,0,5.57,0.44
1/23/06 0:00,2005,0.25,4.71,0.16
1/24/06 0:00,2005,0,4.14,0.49
1/25/06 0:00,2005,0.25,3.7,0.37
1/26/06 0:00,2005,0,3.31,0.19
1/27/06 0:00,2005,0.25,3,0.46
1/28/06 0:00,2005,0.25,2.78,0.36
1/29/06 0:00,2005,0.25,2.55,0.46
1/30/06 0:00,2005,0,2.38,0.31
1/31/06 0:00,2005,0,2.24,0.39
2/1/06 0:00,2005,0,2.11,0.33
2/2/06 0:00,2005,0.5,2.02,0.32
2/3/06 0:00,2005,0,1.92,0.15
2/4/06 0:00,2005,0.25,1.86,0.21
2/5/06 0:00,2005,0,1.8,0.38
2/6/06 0:00,2005,0,1.73,0.58
2/7/06 0:00,2005,21,2.91,0.48
2/8/06 0:00,2005,2.25,3.12,0.5
2/9/06 0:00,2005,0,2.14,0.6
2/10/06 0:00,2005,0,1.91,0.67
2/11/06 0:00,2005,6,1.87,0.54
2/12/06 0:00,2005,38.5,14.46,0.32
2/13/06 0:00,2005,0,6.91,0.33
2/14/06 0:00,2005,27,7.17,0.66
2/15/06 0:00,2005,11.5,21.2,0.61
2/16/06 0:00,2005,15.75,9.04,0.49
2/17/06 0:00,2005,5.25,11.23,0.89
2/18/06 0:00,2005,0,6.27,0.97
2/19/06 0:00,2005,0.5,4.8,0.13
2/20/06 0:00,2005,0,4.02,1.13
2/21/06 0:00,2005,1.5,3.51,0.51
2/22/06 0:00,2005,1.25,3.12,0.16
2/23/06 0:00,2005,3,2.88,0.19
2/24/06 0:00,2005,0.75,2.74,0.06
2/25/06 0:00,2005,1.5,2.51,0.65
2/26/06 0:00,2005,0.5,2.38,0.35
2/27/06 0:00,2005,2.5,2.32,0.6
2/28/06 0:00,2005,1,2.42,0.51
3/1/06 0:00,2005,4,2.18,0.17
3/2/06 0:00,2005,3.25,2.05,0.32
3/3/06 0:00,2005,0.25,1.94,0.72
3/4/06 0:00,2005,0.75,1.87,0.5
3/5/06 0:00,2005,1,1.88,0.59
3/6/06 0:00,2005,2.25,1.96,0.49
3/7/06 0:00,2005,19.5,13.16,0.36
3/8/06 0:00,2005,42.5,41.54,0.31
3/9/06 0:00,2005,9,14.39,0.58
3/10/06 0:00,2005,16.5,12.72,0.87
3/11/06 0:00,2005,1.75,8.22,0.61
3/12/06 0:00,2005,0.5,5.91,0.12
3/13/06 0:00,2005,5.5,4.84,0.29
3/14/06 0:00,2005,29.5,13.9,1.01
3/15/06 0:00,2005,2,11.03,0.33
3/16/06 0:00,2005,0.5,7,0.41
3/17/06 0:00,2005,1.25,5.14,0.17
3/18/06 0:00,2005,0,4.29,0.24
3/19/06 0:00,2005,1.25,3.85,0.96
3/20/06 0:00,2005,0,3.41,0.59
3/21/06 0:00,2005,0.25,3.02,0.59
3/22/06 0:00,2005,2.25,2.76,1.34
3/23/06 0:00,2005,0,2.54,1.49
3/24/06 0:00,2005,23.25,3.78,0.66
3/25/06 0:00,2005,31.75,18.42,0.82
3/26/06 0:00,2005,20.75,19.73,0.72
3/27/06 0:00,2005,41.75,36.93,0.49
3/28/06 0:00,2005,18.25,18.17,0.46
3/29/06 0:00,2005,7,11.22,1.08
3/30/06 0:00,2005,31,17.44,0.94
3/31/06 0:00,2005,9.5,16.25,1.5
4/1/06 0:00,2005,9.75,12.77,1.64
4/2/06 0:00,2005,20,15.09,0.51
4/3/06 0:00,2005,1,11.37,1.95
4/4/06 0:00,2005,0.25,6.86,2.52
4/5/06 0:00,2005,0,4.78,3.15
4/6/06 0:00,2005,6.75,4.12,0.74
4/7/06 0:00,2005,2,3.58,1.81
4/8/06 0:00,2005,5.75,3.32,1.42
4/9/06 0:00,2005,2,3.02,2.26
4/10/06 0:00,2005,0.25,2.6,3.17
4/11/06 0:00,2005,36.5,12.33,0.79
4/12/06 0:00,2005,7.25,6.29,2.06
4/13/06 0:00,2005,19,12.18,1.45
4/14/06 0:00,2005,2.75,6.81,3.49
4/15/06 0:00,2005,0,4.84,1.83
4/16/06 0:00,2005,0.5,3.93,1.66
4/17/06 0:00,2005,0,3.39,0.94
4/18/06 0:00,2005,6.75,3.05,1.59
4/19/06 0:00,2005,23,8.29,1.45
4/20/06 0:00,2005,7.5,5.23,1.48
4/21/06 0:00,2005,0.5,4.71,3.03
4/22/06 0:00,2005,0,3.84,2.66
4/23/06 0:00,2005,1.5,3.41,1.96
4/24/06 0:00,2005,0,3.05,1.61
4/25/06 0:00,2005,10.25,3.42,1.98
4/26/06 0:00,2005,0,2.8,3.19
4/27/06 0:00,2005,0,2.5,3.54
4/28/06 0:00,2005,0,2.31,3.59
4/29/06 0:00,2005,0,2.14,3.62
4/30/06 0:00,2005,5,2.06,1.7
5/1/06 0:00,2005,9,2.76,1.71
